"Subregion_edit","Year","DOY","IBMR","Observed EC_median","Observed EC_l95","Observed EC_u95","SMSCG Open_median","SMSCG Open_l95","SMSCG Open_u95","SMSCG Tidal Op_median","SMSCG Tidal Op_l95","SMSCG Tidal Op_u95"
"Suisun Marsh",2025,172,"pdiapfor",NA,NA,NA,622.520882026135,400.372689620059,987.127356012001,2605.72469386947,1641.52302582578,4065.77811686804
"Suisun Marsh",2025,172,"pdiapjuv",NA,NA,NA,341.519446063809,205.31907681487,562.30909046294,1880.50064262857,1081.48574383475,3165.3765199354
"Suisun Marsh",2025,173,"acartela",NA,NA,NA,5.56412976942345,2.73875345645164,11.1157395528098,2.0649586585501,0.345369645291626,5.63588013047165
"Suisun Marsh",2025,173,"allcopnaup",NA,NA,NA,10.2022107643216,5.58813908528332,19.4102590151033,73.7817757602939,35.3313196191761,163.72278979067
"Suisun Marsh",2025,173,"daphnia",NA,NA,NA,0.955204016416712,0.384533236761705,2.04380343308595,5.40070131706809,2.25696060666717,11.0192088707114
"Suisun Marsh",2025,173,"euryjuv",NA,NA,NA,5.88416021579956,3.68633381126501,9.39549977069138,34.7837995791291,20.725072873242,55.6894769443004
"Suisun Marsh",2025,173,"eurytem",NA,NA,NA,4.3980349317938,3.10763343170923,6.42004651773486,29.6362365099862,20.2232648539541,46.3170062956394
"Suisun Marsh",2025,173,"limno",NA,NA,NA,409.680738991993,178.926434443871,801.160066258181,123.944888584692,58.239997537273,279.802588889576
"Suisun Marsh",2025,173,"othcalad",NA,NA,NA,69.6175108187537,38.4427289654159,116.974528924476,577.385448285763,338.695636850304,944.085108950362
"Suisun Marsh",2025,173,"othcaljuv",NA,NA,NA,3.62319925773095,1.80361450636132,6.92041175514007,7.26656640235033,3.2319343431985,13.7037733703244
"Suisun Marsh",2025,173,"othclad",NA,NA,NA,0.915230679505618,0.546220166727384,1.42875574688199,14.5949136552597,10.2813901509647,20.4655759986205
"Suisun Marsh",2025,173,"othcyc",NA,NA,NA,2.55690292459471,1.55879154530214,3.7945875260111,16.4843212358569,10.4962767717421,25.18898607437
"Suisun Marsh",2025,173,"other",NA,NA,NA,19.4445984284844,11.5975222527397,32.1485896714106,5.97428092826741,3.23740963753946,10.1223902446193
"Suisun Marsh",2025,173,"pdiapfor",NA,NA,NA,591.463660792985,376.4012104915,932.844247812526,2648.72784035398,1674.25398278331,4144.42419628499
"Suisun Marsh",2025,173,"pdiapjuv",NA,NA,NA,317.69869601651,189.287945770551,524.782289992399,1877.88219229278,1082.80013848467,3174.71718775975
"Suisun Marsh",2025,174,"acartela",NA,NA,NA,6.2201052522879,3.08099005499578,12.3863782657308,2.40504814281773,0.642045285914212,6.05551018339115
"Suisun Marsh",2025,174,"allcopnaup",NA,NA,NA,9.29135702042123,5.00857623423356,17.7108868294388,60.3458343715246,30.3281973186613,134.023451067759
"Suisun Marsh",2025,174,"daphnia",NA,NA,NA,0.890187367773354,0.351040375704473,1.91555855548286,4.45149117451387,1.8640374061352,9.22507107405632
"Suisun Marsh",2025,174,"euryjuv",NA,NA,NA,5.03328227053951,3.12178332591144,8.0899503130337,26.5952367506534,15.8193324440131,42.7070760912009
"Suisun Marsh",2025,174,"eurytem",NA,NA,NA,3.66723606494922,2.57374422964722,5.36218210323002,21.8348541164986,14.9653378262632,34.124973696945
"Suisun Marsh",2025,174,"limno",NA,NA,NA,453.983462919858,203.033551989811,921.290779795625,132.105095184741,62.4363085090497,291.02394488692
"Suisun Marsh",2025,174,"othcalad",NA,NA,NA,61.0874303617305,33.6097248878458,103.025750073432,454.627546329622,266.623413018485,740.222343094828
"Suisun Marsh",2025,174,"othcaljuv",NA,NA,NA,3.73009770264847,1.89758418994496,7.03868982941143,6.3509522102715,2.93412245196285,11.9965227055715
"Suisun Marsh",2025,174,"othclad",NA,NA,NA,0.816658072215154,0.47776143607682,1.28995215899941,11.6505540512812,8.18888088362248,16.2418099494891
"Suisun Marsh",2025,174,"othcyc",NA,NA,NA,2.36096403791968,1.43579086212927,3.52008030085911,13.4412405696841,8.70931351036574,20.5096281755422
"Suisun Marsh",2025,174,"other",NA,NA,NA,21.219067558414,12.6704423273535,34.6438734785896,6.47618464489926,3.66641952531665,10.6661858430053
"Suisun Marsh",2025,174,"pdiapfor",NA,NA,NA,560.165741061549,355.022506666958,887.145962618608,2294.52342225087,1461.83064153827,3569.21136736449
"Suisun Marsh",2025,174,"pdiapjuv",NA,NA,NA,295.926327913649,174.877178410727,490.65558325867,1565.89805545171,908.160506003123,2617.57572317763
"Suisun Marsh",2025,175,"acartela",NA,NA,NA,6.65185159378372,3.3145462705871,13.2657535824786,2.62617795946068,0.755225469526176,6.53216556422156
"Suisun Marsh",2025,175,"allcopnaup",NA,NA,NA,9.18290401495922,4.9357821082451,17.3121568348967,60.3721940232653,30.1665905287273,132.2760845236
"Suisun Marsh",2025,175,"daphnia",NA,NA,NA,0.879789402589499,0.344179344245574,1.90473501712111,4.4042124828329,1.83816227869449,9.12318372704479
"Suisun Marsh",2025,175,"euryjuv",NA,NA,NA,4.59978383784658,2.83200727033888,7.46679032715253,24.352627164166,14.3194414147778,39.3560590259705
"Suisun Marsh",2025,175,"eurytem",NA,NA,NA,3.29629831490649,2.32218079992416,4.88486711935582,19.4775738338526,13.2717205301147,30.5115732021194
"Suisun Marsh",2025,175,"limno",NA,NA,NA,470.084776448675,211.851969500783,967.948046283491,138.45297984863,65.4372870512329,308.600645198189
"Suisun Marsh",2025,175,"othcalad",NA,NA,NA,57.9034060942954,31.7163285031675,97.1808076780397,441.813176542906,257.656067825793,725.744608360713
"Suisun Marsh",2025,175,"othcaljuv",NA,NA,NA,3.75510463004907,1.93495012468457,7.08989202329892,6.32263294965465,2.89794431474419,11.9443860848131
"Suisun Marsh",2025,175,"othclad",NA,NA,NA,0.8189185923242,0.479081714044944,1.2962070308685,11.8093597166164,8.31232716869129,16.5411438631617
"Suisun Marsh",2025,175,"othcyc",NA,NA,NA,2.33055983536549,1.4118008465725,3.48267174807424,13.3051126535558,8.68322834354189,20.3174245137383
"Suisun Marsh",2025,175,"other",NA,NA,NA,22.1692175927617,13.0693643092565,36.0817842550667,6.65845009733122,3.77205787108985,11.0070544172034
"Suisun Marsh",2025,175,"pdiapfor",NA,NA,NA,562.381437561953,355.625522692956,890.837519860589,2322.374357912,1478.87658507931,3616.30262569657
"Suisun Marsh",2025,175,"pdiapjuv",NA,NA,NA,291.808630119526,171.937662008491,486.901420941137,1559.23737143514,907.376195212716,2604.2179850614
"Suisun Marsh",2025,176,"acartela",NA,NA,NA,7.37116349602269,3.68719272749889,14.5978768901961,2.97526947706317,1.02672768529883,7.10677708362287
"Suisun Marsh",2025,176,"allcopnaup",NA,NA,NA,8.38374944618491,4.52583035806205,15.785723946295,50.5055282184213,25.1922327475654,109.247961852756
"Suisun Marsh",2025,176,"daphnia",NA,NA,NA,0.823759464469177,0.31534607148141,1.79262630917033,3.72404032446791,1.5495024530047,7.77580982322583
"Suisun Marsh",2025,176,"euryjuv",NA,NA,NA,3.96467985777983,2.41568555582533,6.47608160757302,19.1065844350883,11.1278002951753,30.5726871955742
"Suisun Marsh",2025,176,"eurytem",NA,NA,NA,2.7632493166206,1.93336213982142,4.11766619825849,14.7100801692533,10.0375885130777,22.9165097792103
"Suisun Marsh",2025,176,"limno",NA,NA,NA,520.753728748053,235.401203333063,1076.07645465457,150.328296982875,71.7693000644702,330.183766937992
"Suisun Marsh",2025,176,"othcalad",NA,NA,NA,50.5468448652006,27.5684039053537,85.384886777248,354.085280637679,211.069130777594,581.231431884427
"Suisun Marsh",2025,176,"othcaljuv",NA,NA,NA,3.8685909011624,2.01996451170231,7.31763221316035,5.68469475113891,2.65191339904976,10.7523941439263
"Suisun Marsh",2025,176,"othclad",NA,NA,NA,0.734898603937575,0.415353668386723,1.16787325655664,9.61109656086017,6.69708062197796,13.4053594938941
"Suisun Marsh",2025,176,"othcyc",NA,NA,NA,2.16180640801253,1.30464887244902,3.24231175775174,11.1354853215822,7.26414484200275,16.8699987999413
"Suisun Marsh",2025,176,"other",NA,NA,NA,24.0190941188482,14.0813000693055,39.0745289373412,7.27950160884973,4.23825337320187,12.0161651323535
"Suisun Marsh",2025,176,"pdiapfor",NA,NA,NA,532.041025851926,336.157241003224,843.731185112997,2043.82531636408,1307.23850252416,3168.1457647342
"Suisun Marsh",2025,176,"pdiapjuv",NA,NA,NA,273.447554043268,159.256897727159,456.683377634578,1308.33447092454,773.126005403421,2179.77251918197
"Suisun Marsh",2025,177,"acartela",NA,NA,NA,8.12262813951095,4.06635225436648,15.9970939083307,3.37102689743754,1.30918820064334,7.71040968563084
"Suisun Marsh",2025,177,"allcopnaup",NA,NA,NA,7.63749694110759,4.13444875563763,14.6190961491233,43.2865869330847,20.9893046736759,94.162871535687
"Suisun Marsh",2025,177,"daphnia",NA,NA,NA,0.773071329500492,0.292665633593224,1.69110738525467,3.20426363495904,1.31373646295794,6.70124365473169
"Suisun Marsh",2025,177,"euryjuv",NA,NA,NA,3.43387528238182,2.07243754061077,5.62323893595011,15.1937487959606,8.81345638099136,24.1974057528043
"Suisun Marsh",2025,177,"eurytem",NA,NA,NA,2.31767801803178,1.60596059901524,3.46011296809632,11.3427669632889,7.69572163893507,17.5738297345623
"Suisun Marsh",2025,177,"limno",NA,NA,NA,571.469163001323,259.121214731698,1201.1488104233,165.368975246461,79.7025073832604,360.893047220413
"Suisun Marsh",2025,177,"othcalad",NA,NA,NA,44.4887228732228,24.0885239217606,75.9880627547512,287.837234569435,172.779826461895,467.957907235551
"Suisun Marsh",2025,177,"othcaljuv",NA,NA,NA,3.97700474008288,2.1158849194541,7.56527167104161,5.20886419777299,2.4565213853634,9.77363506455236
"Suisun Marsh",2025,177,"othclad",NA,NA,NA,0.657730649442329,0.363035016872539,1.05476886778998,7.91429900511254,5.50186054281803,11.0679533448656
"Suisun Marsh",2025,177,"othcyc",NA,NA,NA,2.00529745449706,1.20988200586053,3.02675286814452,9.46333436466842,6.17119733016026,14.2135784468851
"Suisun Marsh",2025,177,"other",NA,NA,NA,25.7417928621047,15.1335548670514,42.3737696387662,8.05533740535973,4.84862559228371,13.1238525704403
"Suisun Marsh",2025,177,"pdiapfor",NA,NA,NA,502.990567890263,317.273261738522,797.866277280973,1814.3090572518,1169.7698236999,2828.49333808337
"Suisun Marsh",2025,177,"pdiapjuv",NA,NA,NA,256.558450883741,147.830697427073,429.045702432665,1116.58205820364,666.473193041757,1861.65313675074
"Suisun Marsh",2025,178,"acartela",NA,NA,NA,8.92644332602993,4.45727057293993,17.5967043502286,3.84651739728602,1.61035765343442,8.51282383338985
"Suisun Marsh",2025,178,"allcopnaup",NA,NA,NA,6.92090684456586,3.76365936196174,13.5338365707697,37.0136466461994,17.9597551729606,81.6165845368663
"Suisun Marsh",2025,178,"daphnia",NA,NA,NA,0.72643089828684,0.27266118792547,1.59893083240658,2.80408587755596,1.13122528999256,5.85056548656249
"Suisun Marsh",2025,178,"euryjuv",NA,NA,NA,2.98247958835535,1.78156725481062,4.92535100351378,12.2569315044059,7.0745219221668,19.5908512165995
"Suisun Marsh",2025,178,"eurytem",NA,NA,NA,1.95133706924472,1.33626986426804,2.96233004640584,8.91671940729525,5.99657485858933,13.7740795348405
"Suisun Marsh",2025,178,"limno",NA,NA,NA,625.200288846313,288.782285252403,1345.55935209678,182.824928600677,88.1483930992759,396.381360007473
"Suisun Marsh",2025,178,"othcalad",NA,NA,NA,38.8629876798829,21.1923503777782,66.80290992754,235.728190183979,140.475286564077,380.700067717718
"Suisun Marsh",2025,178,"othcaljuv",NA,NA,NA,4.12162267246829,2.20125562223967,7.87828322276535,4.82891824606158,2.26541462686092,9.02726313744104
"Suisun Marsh",2025,178,"othclad",NA,NA,NA,0.592908125566951,0.319236505327987,0.961520563835242,6.58800389980524,4.57599582164387,9.28057340582582
"Suisun Marsh",2025,178,"othcyc",NA,NA,NA,1.86414974678528,1.12597712060522,2.8242656846388,8.13255176430875,5.3077105007446,12.1565378045174
"Suisun Marsh",2025,178,"other",NA,NA,NA,27.6093147698644,16.3186162149636,45.5316877431322,8.98534762225099,5.4468027411606,14.6615175289465
"Suisun Marsh",2025,178,"pdiapfor",NA,NA,NA,475.283487215205,299.648235975518,753.211027624835,1622.56635981233,1049.26652134514,2565.24322645735
"Suisun Marsh",2025,178,"pdiapjuv",NA,NA,NA,239.867199211569,137.295923655881,403.224795784191,961.821236289172,571.358485997207,1595.49442283664
"Suisun Marsh",2025,179,"acartela",NA,NA,NA,9.50036293467551,4.71985761489877,18.7306904572545,4.1597259169665,1.77734657098459,9.13698312950308
"Suisun Marsh",2025,179,"allcopnaup",NA,NA,NA,6.82587457137222,3.66141265679221,13.3969377763284,36.3458143043119,17.5730802230493,81.1694106907883
"Suisun Marsh",2025,179,"daphnia",NA,NA,NA,0.718389159108981,0.269765352033003,1.58907285896228,2.77401961429809,1.11447371077909,5.80247645892396
"Suisun Marsh",2025,179,"euryjuv",NA,NA,NA,2.76120339438279,1.61472225848052,4.56834565584836,11.2632158529604,6.46969878221825,18.1700390506135
"Suisun Marsh",2025,179,"eurytem",NA,NA,NA,1.77246171470546,1.2015341018668,2.70827514034939,7.98979479251382,5.32415375912903,12.4202530561654
"Suisun Marsh",2025,179,"limno",NA,NA,NA,639.066312663466,300.5232105214,1386.32291994316,192.113410545499,92.3690103841707,422.019095148864
"Suisun Marsh",2025,179,"othcalad",NA,NA,NA,36.7981744168971,19.8875730845106,63.9574010589347,224.955916798137,133.584000012145,365.107350026912
"Suisun Marsh",2025,179,"othcaljuv",NA,NA,NA,4.14471376687519,2.21580745283073,7.98482263633979,4.8031599919305,2.24869098738231,9.09314116387408
"Suisun Marsh",2025,179,"othclad",NA,NA,NA,0.59542769965295,0.322439727449334,0.969564078558159,6.6538191303934,4.61845508873206,9.38529887483672
"Suisun Marsh",2025,179,"othcyc",NA,NA,NA,1.83608298226372,1.11311757997355,2.79231577127337,8.05874386746923,5.22713670943171,12.0261189933016
"Suisun Marsh",2025,179,"other",NA,NA,NA,28.5555334604357,17.1435182601956,47.7086001587457,9.29844667022604,5.61023220103312,15.2058552701747
"Suisun Marsh",2025,179,"pdiapfor",NA,NA,NA,472.598371540954,296.87504239662,750.875260536605,1626.79906374831,1054.70888118825,2573.35204383621
"Suisun Marsh",2025,179,"pdiapjuv",NA,NA,NA,235.819141505292,134.714931745759,400.177322287811,958.959345060051,564.060798449236,1582.91494472747
"Suisun Marsh",2025,180,"acartela",NA,NA,NA,10.099487009893,4.99611668673589,19.9238994554704,4.50130513458504,1.95646967042554,9.85375049762061
"Suisun Marsh",2025,180,"allcopnaup",NA,NA,NA,6.73765996672178,3.55718175319755,13.1726543512271,35.6865547769754,16.9490073924378,79.7174150410975
"Suisun Marsh",2025,180,"daphnia",NA,NA,NA,0.710735486387478,0.266988300747432,1.57952935520619,2.74414948392665,1.09986095334015,5.74279138626716
"Suisun Marsh",2025,180,"euryjuv",NA,NA,NA,2.53452560904787,1.46562327533136,4.22497774917617,10.3955723512484,5.90687372856907,16.8559924220906
"Suisun Marsh",2025,180,"eurytem",NA,NA,NA,1.60746508013654,1.08551550874934,2.47443102718305,7.17185190343816,4.73010893816611,11.2292520032969
"Suisun Marsh",2025,180,"limno",NA,NA,NA,655.674962994522,308.309009954273,1419.21701721658,202.137686078185,96.4730836423721,446.623887854408
"Suisun Marsh",2025,180,"othcalad",NA,NA,NA,34.6440581314793,18.7289378829458,61.1637668008989,215.889583727798,126.944337206793,350.807027517563
"Suisun Marsh",2025,180,"othcaljuv",NA,NA,NA,4.17537180757603,2.21281044075895,8.03032608838829,4.79706284471155,2.23348687935523,9.18092631405894
"Suisun Marsh",2025,180,"othclad",NA,NA,NA,0.599848347705704,0.326981288671763,0.977223302294082,6.69997966159795,4.64604268754948,9.46382987298465
"Suisun Marsh",2025,180,"othcyc",NA,NA,NA,1.80833059313763,1.09687434302763,2.76156455683264,7.98986904760501,5.1489005212826,11.8986662682939
"Suisun Marsh",2025,180,"other",NA,NA,NA,29.8102736495865,17.9155049243846,49.6709290953965,9.64009519723252,5.77745152884242,15.7647357563863
"Suisun Marsh",2025,180,"pdiapfor",NA,NA,NA,470.093143179574,294.609394600173,747.182650421394,1630.98043922263,1054.0129873343,2570.57938567321
"Suisun Marsh",2025,180,"pdiapjuv",NA,NA,NA,231.532249114989,133.310215320608,394.807837190739,946.661626177045,557.000313722056,1573.21167737204
"Suisun Marsh",2025,181,"acartela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"allcopnaup",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"daphnia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"euryjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"eurytem",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"limno",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"othcalad",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"othcaljuv",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"othclad",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"othcyc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"pdiapfor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suisun Marsh",2025,181,"pdiapjuv",NA,NA,NA,NA,NA,NA,NA,NA,NA
